"","week","season","Team","Opponent","home_or_away","id","Team_conference","Team_division","Opponent_conference","Opponent_division","Team_points","Opponent_points","Bovada_over_under","DraftKings_over_under","William Hill (New Jersey)_over_under","ESPN Bet_over_under","Team_Last_Week_time_of_poss_total","Team_Last_Week_pass_comps","Team_Last_Week_pass_atts","Team_Last_Week_net_pass_yds","Team_Last_Week_pass_TDs","Team_Last_Week_interceptions","Team_Last_Week_rush_atts","Team_Last_Week_rush_yds","Team_Last_Week_rush_TDs","Team_Last_Week_total_yds","Team_Last_Week_fumbles_lost","Team_Last_Week_turnovers","Team_Last_Week_first_downs","Team_Last_Week_third_downs","Team_Last_Week_third_down_convs","Team_Last_Week_fourth_down_convs","Team_Last_Week_fourth_downs","Team_Last_Week_penalties","Team_Last_Week_penalty_yds","Team_szn_Average_time_of_poss_total","Team_szn_Average_pass_comps","Team_szn_Average_pass_atts","Team_szn_Average_net_pass_yds","Team_szn_Average_pass_TDs","Team_szn_Average_interceptions","Team_szn_Average_rush_atts","Team_szn_Average_rush_yds","Team_szn_Average_rush_TDs","Team_szn_Average_total_yds","Team_szn_Average_fumbles_lost","Team_szn_Average_turnovers","Team_szn_Average_first_downs","Team_szn_Average_third_downs","Team_szn_Average_third_down_convs","Team_szn_Average_fourth_down_convs","Team_szn_Average_fourth_downs","Team_szn_Average_penalties","Team_szn_Average_penalty_yds","Bovada_Bias","DraftKings_Bias","William_Hill_Bias","ESPN_Bias","Avergae_Bias","Team_Last_Week_Points","Team_Last_Week_Bias"
"454",10,2023,"Houston","Baylor","Away",401525880,"Big 12","fbs","Big 12","fbs",25,24,"58.5","58.5",NA,"58.5",1526,15,33,95,0,1,26,113,0,208,1,2,11,14,3,0,4,6,60,1730.25,24,37.625,266.375,2.125,0.625,30.625,116.5,1,382.875,0.25,0.875,20.25,13.875,5.5,0.5,2.375,5.625,52,-9.5,-9.5,NA,-9.5,-9.5,0,-18.8333333333333
"455",11,2023,"Houston","Cincinnati","Home",401525887,"Big 12","fbs","Big 12","fbs",14,24,"54.0",NA,NA,"53.5",1599,21,27,236,2,2,32,130,1,366,0,2,21,10,3,0,0,6,50,1715.66666666667,23.6666666666667,36.4444444444444,263,2.11111111111111,0.777777777777778,30.7777777777778,118,1,381,0.222222222222222,1,20.3333333333333,13.4444444444444,5.22222222222222,0.444444444444444,2.11111111111111,5.66666666666667,51.7777777777778,-16,NA,NA,-15.5,-15.75,25,-9.5
"456",12,2023,"Houston","Oklahoma State","Home",401525894,"Big 12","fbs","Big 12","fbs",30,43,"57.5","59.5",NA,"56.5",1385,16,28,102,2,3,23,139,0,241,0,3,12,13,6,0,1,3,25,1682.6,22.9,35.6,246.9,2.1,1,30,120.1,0.9,367,0.2,1.2,19.5,13.4,5.3,0.4,2,5.4,49.1,15.5,13.5,NA,16.5,15.1666666666667,14,-15.75
"457",13,2023,"Houston","UCF","Away",401525906,"Big 12","fbs","Big 12","fbs",13,27,"61.0",NA,NA,"61.5",1668,18,30,263,2,2,28,130,1,393,0,2,18,10,2,0,2,10,79,1681.27272727273,22.4545454545455,35.0909090909091,248.363636363636,2.09090909090909,1.09090909090909,29.8181818181818,121,0.909090909090909,369.363636363636,0.181818181818182,1.27272727272727,19.3636363636364,13.0909090909091,5,0.363636363636364,2,5.81818181818182,51.8181818181818,-21,NA,NA,-21.5,-21.25,30,15.1666666666667
"458",2,2023,"Houston Christian","Western Kentucky","Away",401520218,"Southland","fcs","Conference USA","fbs",22,52,NA,NA,"64.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,9.5,NA,NA
"459",6,2023,"Howard","Northwestern","Away",401520306,"MEAC","fcs","Big Ten","fbs",20,23,NA,NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,NA,-8,NA,NA
"460",2,2023,"Idaho","Nevada","Away",401532576,"Big Sky","fcs","Mountain West","fbs",33,6,NA,"52","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13,-12,NA,-12.5,NA,NA
"461",3,2023,"Idaho","California","Away",401524006,"Big Sky","fcs","Pac-12","fbs",17,31,NA,NA,"52.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,NA,-4.5,33,-12.5
"462",2,2023,"Idaho State","Utah State","Away",401532579,"Big Sky","fcs","Mountain West","fbs",28,78,NA,NA,"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,45,NA,NA
"463",2,2023,"Illinois","Kansas","Away",401520195,"Big Ten","fbs","Big 12","fbs",23,34,"57.5","56.5","57.5",NA,1623,18,26,206,2,1,35,168,1,374,0,1,21,8,2,2,3,10,100,1623,18,26,206,2,1,35,168,1,374,0,1,21,8,2,2,3,10,100,-0.5,0.5,-0.5,NA,-0.166666666666667,NA,NA
"464",3,2023,"Illinois","Penn State","Home",401520226,"Big Ten","fbs","Big Ten","fbs",13,30,"47.5",NA,"47.5",NA,1401,19,28,202,1,2,28,139,2,341,0,2,19,10,4,1,2,6,58,1512,18.5,27,204,1.5,1.5,31.5,153.5,1.5,357.5,0,1.5,20,9,3,1.5,2.5,8,79,-4.5,NA,-4.5,NA,-4.5,23,-0.166666666666667
"465",4,2023,"Illinois","Florida Atlantic","Home",401520255,"Big Ten","fbs","American Athletic","fbs",23,17,"45.5","45.5","45.5",NA,1688,25,44,292,1,4,29,62,1,354,1,5,20,16,6,1,1,6,47,1570.66666666667,20.6666666666667,32.6666666666667,233.333333333333,1.33333333333333,2.33333333333333,30.6666666666667,123,1.33333333333333,356.333333333333,0.333333333333333,2.66666666666667,20,11.3333333333333,4,1.33333333333333,2,7.33333333333333,68.3333333333333,-5.5,-5.5,-5.5,NA,-5.5,13,-4.5
"466",5,2023,"Illinois","Purdue","Away",401520289,"Big Ten","fbs","Big Ten","fbs",19,44,"53.0","53.5","54",NA,1887,25,36,303,1,0,41,207,2,510,2,2,26,12,6,0,1,6,72,1649.75,21.75,33.5,250.75,1.25,1.75,33.25,144,1.5,394.75,0.75,2.5,21.5,11.5,4.5,1,1.75,7,69.25,10,9.5,9,NA,9.5,23,-5.5
"467",6,2023,"Illinois","Nebraska","Home",401520301,"Big Ten","fbs","Big Ten","fbs",7,20,"41.5","43","42",NA,1684,18,32,226,1,0,34,149,1,375,1,1,17,13,2,2,3,9,83,1656.6,21,33.2,245.8,1.2,1.4,33.4,145,1.4,390.8,0.8,2.2,20.6,11.8,4,1.2,2,7.4,72,-14.5,-16,-15,NA,-15.1666666666667,19,9.5
"468",7,2023,"Illinois","Maryland","Away",401520320,"Big Ten","fbs","Big Ten","fbs",27,24,"52.0","51","52",NA,1363,29,47,289,1,1,19,21,0,310,1,2,16,15,4,1,4,3,30,1607.66666666667,22.3333333333333,35.5,253,1.16666666666667,1.33333333333333,31,124.333333333333,1.16666666666667,377.333333333333,0.833333333333333,2.16666666666667,19.8333333333333,12.3333333333333,4,1.16666666666667,2.33333333333333,6.66666666666667,65,-1,0,-1,NA,-0.666666666666667,7,-15.1666666666667
"469",8,2023,"Illinois","Wisconsin","Home",401520336,"Big Ten","fbs","Big Ten","fbs",21,25,"41.0","40.5","41",NA,1758,16,28,206,2,1,39,131,1,337,0,1,21,16,6,1,1,5,45,1629.14285714286,21.4285714285714,34.4285714285714,246.285714285714,1.28571428571429,1.28571428571429,32.1428571428571,125.285714285714,1.14285714285714,371.571428571429,0.714285714285714,2,20,12.8571428571429,4.28571428571429,1.14285714285714,2.14285714285714,6.42857142857143,62.1428571428571,5,5.5,5,NA,5.16666666666667,27,-0.666666666666667
"470",10,2023,"Illinois","Minnesota","Away",401520370,"Big Ten","fbs","Big Ten","fbs",27,26,"44.0","43",NA,"44.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671.25,20.375,32.75,228,1.375,1.125,33.75,137.5,1.125,365.5,0.625,1.75,19.5,13.25,4.625,1.125,2.25,6.75,64.25,9,10,NA,8.5,9.16666666666667,21,5.16666666666667
"471",11,2023,"Illinois","Indiana","Home",401520383,"Big Ten","fbs","Big Ten","fbs",48,45,"44.0","43",NA,"43.5",1898,27,34,297,4,1,36,74,0,371,2,3,19,17,9,1,1,4,33,1696.44444444444,21.1111111111111,32.8888888888889,235.666666666667,1.66666666666667,1.11111111111111,34,130.444444444444,1,366.111111111111,0.777777777777778,1.88888888888889,19.4444444444444,13.6666666666667,5.11111111111111,1.11111111111111,2.11111111111111,6.44444444444444,60.7777777777778,49,50,NA,49.5,49.5,27,9.16666666666667
"472",12,2023,"Illinois","Iowa","Away",401520406,"Big Ten","fbs","Big Ten","fbs",13,15,"33.5","30.5",NA,"33.5",1809,24,36,507,4,1,35,155,2,662,1,2,31,10,3,1,1,14,139,1707.7,21.4,33.2,262.8,1.9,1.1,34.1,132.9,1.1,395.7,0.8,1.9,20.6,13.3,4.9,1.1,2,7.2,68.6,-5.5,-2.5,NA,-5.5,-4.5,48,49.5
"473",13,2023,"Illinois","Northwestern","Home",401520431,"Big Ten","fbs","Big Ten","fbs",43,45,"47.0",NA,NA,"46.5",1562,22,47,215,0,0,23,65,1,280,0,0,18,15,5,0,1,6,53,1694.45454545455,21.4545454545455,34.4545454545455,258.454545454545,1.72727272727273,1,33.0909090909091,126.727272727273,1.09090909090909,385.181818181818,0.727272727272727,1.72727272727273,20.3636363636364,13.4545454545455,4.90909090909091,1,1.90909090909091,7.09090909090909,67.1818181818182,41,NA,NA,41.5,41.25,13,-4.5
"474",2,2023,"Indiana","Indiana State","Home",401520193,"Big Ten","fbs","MVFC","fcs",41,7,NA,"45.5","44",NA,1685,9,20,82,0,0,33,71,0,153,0,0,8,15,4,0,2,8,75,1685,9,20,82,0,0,33,71,0,153,0,0,8,15,4,0,2,8,75,NA,2.5,4,NA,3.25,NA,NA
"475",3,2023,"Indiana","Louisville","Home",401520230,"Big Ten","fbs","ACC","fbs",14,21,"50.0",NA,"51",NA,2209,27,37,344,0,0,42,214,5,558,1,1,33,16,12,0,0,7,60,1947,18,28.5,213,0,0,37.5,142.5,2.5,355.5,0.5,0.5,20.5,15.5,8,0,1,7.5,67.5,-15,NA,-16,NA,-15.5,41,3.25
"476",4,2023,"Indiana","Akron","Home",401520256,"Big Ten","fbs","Mid-American","fbs",29,27,"46.0","46","45.5",NA,1872,24,34,299,1,1,27,58,1,357,0,1,19,13,5,0,2,4,20,1922,20,30.3333333333333,241.666666666667,0.333333333333333,0.333333333333333,34,114.333333333333,2,356,0.333333333333333,0.666666666666667,20,14.6666666666667,7,0,1.33333333333333,6.33333333333333,51.6666666666667,10,10,10.5,NA,10.1666666666667,14,-15.5
"477",5,2023,"Indiana","Maryland","Away",401520283,"Big Ten","fbs","Big Ten","fbs",17,44,"50.0","50","50",NA,1536,11,26,190,1,1,34,92,1,282,1,2,14,14,3,0,2,5,50,1825.5,17.75,29.25,228.75,0.5,0.5,34,108.75,1.75,337.5,0.5,1,18.5,14.5,6,0,1.5,6,51.25,11,11,11,NA,11,29,10.1666666666667
"478",7,2023,"Indiana","Michigan","Away",401520321,"Big Ten","fbs","Big Ten","fbs",7,52,"45.5","45.5","45.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917.2,19.2,31.6,224,0.8,0.6,34.6,110.2,1.4,334.2,0.4,1,18.8,15,5.8,0.6,2.4,5.6,47,13.5,13.5,13.5,NA,13.5,17,11
"479",8,2023,"Indiana","Rutgers","Home",401520337,"Big Ten","fbs","Big Ten","fbs",14,31,"39.5","39.5",NA,NA,1633,14,29,140,1,2,33,92,0,232,2,4,15,15,6,1,3,5,47,1869.83333333333,18.3333333333333,31.1666666666667,210,0.833333333333333,0.833333333333333,34.3333333333333,107.166666666667,1.16666666666667,317.166666666667,0.666666666666667,1.5,18.1666666666667,15,5.83333333333333,0.666666666666667,2.5,5.5,47,5.5,5.5,NA,NA,5.5,7,13.5
"480",9,2023,"Indiana","Penn State","Away",401520358,"Big Ten","fbs","Big Ten","fbs",24,33,"45.0","46","45",NA,1342,15,31,126,1,0,29,153,1,279,1,1,18,11,2,1,3,5,55,1794.42857142857,17.8571428571429,31.1428571428571,198,0.857142857142857,0.714285714285714,33.5714285714286,113.714285714286,1.14285714285714,311.714285714286,0.714285714285714,1.42857142857143,18.1428571428571,14.4285714285714,5.28571428571429,0.714285714285714,2.57142857142857,5.42857142857143,48.1428571428571,12,11,12,NA,11.6666666666667,14,5.5
"481",10,2023,"Indiana","Wisconsin","Home",401520365,"Big Ten","fbs","Big Ten","fbs",20,14,"45.5","45",NA,"44.5",1475,13,19,269,3,1,34,80,0,349,1,2,14,11,3,1,2,5,35,1754.5,17.25,29.625,206.875,1.125,0.75,33.625,109.5,1,316.375,0.75,1.5,17.625,14,5,0.75,2.5,5.375,46.5,-11.5,-11,NA,-10.5,-11,24,11.6666666666667
"482",11,2023,"Indiana","Illinois","Away",401520383,"Big Ten","fbs","Big Ten","fbs",45,48,"44.0","43",NA,"43.5",2005,19,31,186,1,0,41,75,1,261,0,0,20,16,6,1,1,2,30,1782.33333333333,17.4444444444444,29.7777777777778,204.555555555556,1.11111111111111,0.666666666666667,34.4444444444444,105.666666666667,1,310.222222222222,0.666666666666667,1.33333333333333,17.8888888888889,14.2222222222222,5.11111111111111,0.777777777777778,2.33333333333333,5,44.6666666666667,49,50,NA,49.5,49.5,20,-11
"483",12,2023,"Indiana","Michigan State","Home",401520405,"Big Ten","fbs","Big Ten","fbs",21,24,"46.5","47",NA,"47.5",1791,22,33,289,3,1,43,162,3,451,1,2,30,13,7,0,1,7,80,1783.2,17.9,30.1,213,1.3,0.7,35.3,111.3,1.2,324.3,0.7,1.4,19.1,14.1,5.3,0.7,2.2,5.2,48.2,-1.5,-2,NA,-2.5,-2,45,49.5
"484",13,2023,"Indiana","Purdue","Away",401520438,"Big Ten","fbs","Big Ten","fbs",31,35,"55.5",NA,NA,"55.5",1736,19,34,192,2,0,46,210,1,402,1,1,23,17,8,2,3,6,60,1778.90909090909,18,30.4545454545455,211.090909090909,1.36363636363636,0.636363636363636,36.2727272727273,120.272727272727,1.18181818181818,331.363636363636,0.727272727272727,1.36363636363636,19.4545454545455,14.3636363636364,5.54545454545455,0.818181818181818,2.27272727272727,5.27272727272727,49.2727272727273,10.5,NA,NA,10.5,10.5,21,-2
"485",2,2023,"Indiana State","Indiana","Away",401520193,"MVFC","fcs","Big Ten","fbs",7,41,NA,"45.5","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4,NA,3.25,NA,NA
"486",3,2023,"Indiana State","Ball State","Away",401532402,"MVFC","fcs","Mid-American","fbs",7,45,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,3.25
"487",2,2023,"Iowa","Iowa State","Away",401520194,"Big Ten","fbs","Big 12","fbs",20,13,"35.5","36","35.5",NA,1932,18,33,196,2,0,36,88,1,284,0,0,17,17,6,1,2,7,50,1932,18,33,196,2,0,36,88,1,284,0,0,17,17,6,1,2,7,50,-2.5,-3,-2.5,NA,-2.66666666666667,NA,NA
"488",3,2023,"Iowa","Western Michigan","Home",401520227,"Big Ten","fbs","Mid-American","fbs",41,10,"43.0",NA,"43.5",NA,1590,12,22,123,0,1,29,112,1,235,0,1,9,14,5,0,0,0,0,1761,15,27.5,159.5,1,0.5,32.5,100,1,259.5,0,0.5,13,15.5,5.5,0.5,1,3.5,25,8,NA,7.5,NA,7.75,20,-2.66666666666667
"489",4,2023,"Iowa","Penn State","Away",401520265,"Big Ten","fbs","Big Ten","fbs",0,31,"38.0","39.5","38.5",NA,2033,11,22,133,2,2,43,254,3,387,0,2,19,12,4,1,1,1,5,1851.66666666667,13.6666666666667,25.6666666666667,150.666666666667,1.33333333333333,1,36,151.333333333333,1.66666666666667,302,0,1,15,14.3333333333333,5,0.666666666666667,1,2.66666666666667,18.3333333333333,-7,-8.5,-7.5,NA,-7.66666666666667,41,7.75
"490",5,2023,"Iowa","Michigan State","Home",401520281,"Big Ten","fbs","Big Ten","fbs",26,16,"36.5","36.5","36.5",NA,873,6,16,56,0,0,17,20,0,76,4,4,4,9,1,0,0,4,28,1607,11.75,23.25,127,1,0.75,31.25,118.5,1.25,245.5,1,1.75,12.25,13,4,0.5,0.75,3,20.75,5.5,5.5,5.5,NA,5.5,0,-7.66666666666667
"491",6,2023,"Iowa","Purdue","Home",401520302,"Big Ten","fbs","Big Ten","fbs",20,14,"38.5","39","38.5",NA,1572,14,32,161,1,1,27,61,0,222,1,2,15,13,2,0,0,3,25,1600,12.2,25,133.8,1,0.8,30.4,107,1,240.8,1,1.8,12.8,13,3.6,0.4,0.6,3,21.6,-4.5,-5,-4.5,NA,-4.66666666666667,26,5.5
"492",7,2023,"Iowa","Wisconsin","Away",401520328,"Big Ten","fbs","Big Ten","fbs",15,6,"33.5","35","33.5",NA,1472,6,21,110,1,1,35,181,1,291,0,1,13,13,3,0,0,2,20,1578.66666666667,11.1666666666667,24.3333333333333,129.833333333333,1,0.833333333333333,31.1666666666667,119.333333333333,1,249.166666666667,0.833333333333333,1.66666666666667,12.8333333333333,13,3.5,0.333333333333333,0.5,2.83333333333333,21.3333333333333,-12.5,-14,-12.5,NA,-13,20,-4.66666666666667
"493",8,2023,"Iowa","Minnesota","Home",401520338,"Big Ten","fbs","Big Ten","fbs",10,12,"30.5","30.5","30.5",NA,1833,6,14,37,0,0,48,200,1,237,0,0,9,17,4,0,1,5,55,1615,10.4285714285714,22.8571428571429,116.571428571429,0.857142857142857,0.714285714285714,33.5714285714286,130.857142857143,1,247.428571428571,0.714285714285714,1.42857142857143,12.2857142857143,13.5714285714286,3.57142857142857,0.285714285714286,0.571428571428571,3.14285714285714,26.1428571428571,-8.5,-8.5,-8.5,NA,-8.5,15,-13
"494",10,2023,"Iowa","Northwestern","Away",401520373,"Big Ten","fbs","Big Ten","fbs",10,7,"31.0","30.5",NA,"32.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597.5,10.375,23.5,116.5,0.75,0.75,32.875,115.875,1,232.375,0.875,1.625,11.875,13.75,3.625,0.25,0.5,3.5,29.5,-14,-13.5,NA,-15.5,-14.3333333333333,10,-8.5
"495",11,2023,"Iowa","Rutgers","Home",401520384,"Big Ten","fbs","Big Ten","fbs",22,0,"27.5","29.5",NA,"27.5",1818,10,15,65,1,1,41,104,0,169,0,1,14,12,4,0,0,3,30,1622,10.3333333333333,22.5555555555556,110.777777777778,0.777777777777778,0.777777777777778,33.7777777777778,114.555555555556,0.888888888888889,225.333333333333,0.777777777777778,1.55555555555556,12.1111111111111,13.5555555555556,3.66666666666667,0.222222222222222,0.444444444444444,3.44444444444444,29.5555555555556,-5.5,-7.5,NA,-5.5,-6.16666666666667,10,-14.3333333333333
"496",12,2023,"Iowa","Illinois","Home",401520406,"Big Ten","fbs","Big Ten","fbs",15,13,"33.5","30.5",NA,"33.5",2302,20,31,223,1,1,46,179,1,402,0,1,21,18,9,2,2,0,0,1690,11.3,23.4,122,0.8,0.8,35,121,0.9,243,0.7,1.5,13,14,4.2,0.4,0.6,3.1,26.6,-5.5,-2.5,NA,-5.5,-4.5,22,-6.16666666666667
"497",13,2023,"Iowa","Nebraska","Away",401520425,"Big Ten","fbs","Big Ten","fbs",13,10,"26.0",NA,NA,"25.5",2038,19,29,167,1,0,36,114,1,281,0,0,18,16,6,0,0,6,70,1721.63636363636,12,23.9090909090909,126.090909090909,0.818181818181818,0.727272727272727,35.0909090909091,120.363636363636,0.909090909090909,246.454545454545,0.636363636363636,1.36363636363636,13.4545454545455,14.1818181818182,4.36363636363636,0.363636363636364,0.545454545454545,3.36363636363636,30.5454545454545,-3,NA,NA,-2.5,-2.75,15,-4.5
"498",14,2023,"Iowa","Michigan","Home",401539480,"Big Ten","fbs","Big Ten","fbs",0,26,"36.0","35",NA,"35.5",1905,11,28,94,0,1,40,163,1,257,0,1,14,18,6,1,1,2,10,1736.91666666667,11.9166666666667,24.25,123.416666666667,0.75,0.75,35.5,123.916666666667,0.916666666666667,247.333333333333,0.583333333333333,1.33333333333333,13.5,14.5,4.5,0.416666666666667,0.583333333333333,3.25,28.8333333333333,-10,-9,NA,-9.5,-9.5,13,-2.75
"499",2,2023,"Iowa State","Iowa","Home",401520194,"Big 12","fbs","Big Ten","fbs",13,20,"35.5","36","35.5",NA,1536,14,18,116,2,0,27,134,1,250,0,0,10,11,2,1,1,9,81,1536,14,18,116,2,0,27,134,1,250,0,0,10,11,2,1,1,9,81,-2.5,-3,-2.5,NA,-2.66666666666667,NA,NA
"500",3,2023,"Iowa State","Ohio","Away",401525838,"Big 12","fbs","Mid-American","fbs",7,10,"41.5",NA,"42",NA,2010,23,44,203,1,1,31,87,0,290,0,1,19,18,7,1,2,2,24,1773,18.5,31,159.5,1.5,0.5,29,110.5,0.5,270,0,0.5,14.5,14.5,4.5,1,1.5,5.5,52.5,-24.5,NA,-25,NA,-24.75,13,-2.66666666666667
"501",4,2023,"Iowa State","Oklahoma State","Home",401525846,"Big 12","fbs","Big 12","fbs",34,27,"36.0","36.5","36",NA,1449,17,24,233,1,2,23,38,0,271,0,2,13,11,3,1,1,5,50,1665,18,28.6666666666667,184,1.33333333333333,1,27,86.3333333333333,0.333333333333333,270.333333333333,0,1,14,13.3333333333333,4,1,1.33333333333333,5.33333333333333,51.6666666666667,25,24.5,25,NA,24.8333333333333,7,-24.75
"502",5,2023,"Iowa State","Oklahoma","Away",401525852,"Big 12","fbs","Big 12","fbs",20,50,"48.5","48.5","48.5",NA,2081,27,38,348,3,0,34,74,1,422,0,0,20,17,6,1,1,5,40,1769,20.25,31,225,1.75,0.75,28.75,83.25,0.5,308.25,0,0.75,15.5,14.25,4.5,1,1.25,5.25,48.75,21.5,21.5,21.5,NA,21.5,34,24.8333333333333
"503",6,2023,"Iowa State","TCU","Home",401525859,"Big 12","fbs","Big 12","fbs",27,14,"52.5","53","52.5",NA,1616,19,37,202,2,2,27,150,0,352,0,2,16,15,4,1,2,6,41,1738.4,20,32.2,220.4,1.8,1,28.4,96.6,0.4,317,0,1,15.6,14.4,4.4,1,1.4,5.4,47.2,-11.5,-12,-11.5,NA,-11.6666666666667,20,21.5
"504",7,2023,"Iowa State","Cincinnati","Away",401525863,"Big 12","fbs","Big 12","fbs",30,10,"43.0","42.5","42.5",NA,1938,16,28,138,1,0,37,215,2,353,0,0,16,15,5,1,1,1,15,1771.66666666667,19.3333333333333,31.5,206.666666666667,1.66666666666667,0.833333333333333,29.8333333333333,116.333333333333,0.666666666666667,323,0,0.833333333333333,15.6666666666667,14.5,4.5,1,1.33333333333333,4.66666666666667,41.8333333333333,-3,-2.5,-2.5,NA,-2.66666666666667,27,-11.6666666666667
"505",9,2023,"Iowa State","Baylor","Away",401525873,"Big 12","fbs","Big 12","fbs",30,18,"46.5","47","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1807.14285714286,18.7142857142857,30.5714285714286,211.571428571429,1.71428571428571,0.714285714285714,31,117.285714285714,0.714285714285714,328.857142857143,0,0.714285714285714,15.8571428571429,14.5714285714286,4.57142857142857,1.28571428571429,1.57142857142857,4.71428571428571,43.7142857142857,1.5,1,1,NA,1.16666666666667,30,-2.66666666666667
"506",10,2023,"Iowa State","Kansas","Home",401525882,"Big 12","fbs","Big 12","fbs",21,28,"53.5","53",NA,"53.5",2013,19,31,238,1,1,35,162,2,400,1,2,19,15,9,0,0,4,18,1832.875,18.75,30.625,214.875,1.625,0.75,31.5,122.875,0.875,337.75,0.125,0.875,16.25,14.625,5.125,1.125,1.375,4.625,40.5,-4.5,-4,NA,-4.5,-4.33333333333333,30,1.16666666666667
"507",11,2023,"Iowa State","BYU","Away",401525886,"Big 12","fbs","Big 12","fbs",45,13,"41.5","43",NA,"40.5",1773,21,27,258,0,1,29,75,2,333,0,1,16,12,6,0,1,7,65,1826.22222222222,19,30.2222222222222,219.666666666667,1.44444444444444,0.777777777777778,31.2222222222222,117.555555555556,1,337.222222222222,0.111111111111111,0.888888888888889,16.2222222222222,14.3333333333333,5.22222222222222,1,1.33333333333333,4.88888888888889,43.2222222222222,16.5,15,NA,17.5,16.3333333333333,21,-4.33333333333333
"508",12,2023,"Iowa State","Texas","Home",401525895,"Big 12","fbs","Big 12","fbs",16,26,"44.5","48.5",NA,"43.5",1981,16,25,209,2,0,37,234,4,443,0,0,21,14,8,0,1,6,53,1841.7,18.7,29.7,218.6,1.5,0.7,31.8,129.2,1.3,347.8,0.1,0.8,16.7,14.3,5.5,0.9,1.3,5,44.2,-2.5,-6.5,NA,-1.5,-3.5,45,16.3333333333333
"509",13,2023,"Iowa State","Kansas State","Away",401525904,"Big 12","fbs","Big 12","fbs",42,35,"46.0",NA,NA,"46.5",1722,24,32,323,2,1,21,9,0,332,0,1,16,11,3,1,2,4,35,1830.81818181818,19.1818181818182,29.9090909090909,228.090909090909,1.54545454545455,0.727272727272727,30.8181818181818,118.272727272727,1.18181818181818,346.363636363636,0.0909090909090909,0.818181818181818,16.6363636363636,14,5.27272727272727,0.909090909090909,1.36363636363636,4.90909090909091,43.3636363636364,31,NA,NA,30.5,30.75,16,-3.5
"510",3,2023,"Jackson State","Texas State","Away",401531847,"SWAC","fcs","Sun Belt","fbs",34,77,NA,NA,"61.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,NA,49.5,NA,NA
"511",2,2023,"Jacksonville State","Coastal Carolina","Away",401520187,"Conference USA","fbs","Sun Belt","fbs",16,30,"61.0","61","61",NA,3365,23,39,194,1,0,100,445,8,639,0,0,40,29,14,1,2,11,117,3365,23,39,194,1,0,100,445,8,639,0,0,40,29,14,1,2,11,117,-15,-15,-15,NA,-15,NA,NA
"512",4,2023,"Jacksonville State","Eastern Michigan","Home",401520257,"Conference USA","fbs","Mid-American","fbs",21,0,"51.0","51","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403,19.5,33.5,200.5,0.5,0,72.5,315.5,4.5,516,1,1,30.5,22,10,0.5,2,9,81,-30,-30,-30,NA,-30,16,-15
